ParamID	pK	MeanBC	VarBC	BCmetric
1	0.001	0.775287457079591	0.000864183752816743	897.132646329671
2	0.005	0.797532055059611	0.00345393657146715	230.905240602273
3	0.01	0.779644711980172	0.0038724613385315	201.330534722866
4	0.02	0.75501641325704	0.00374026637208289	201.861669236297
5	0.03	0.748220786914341	0.00335661682663512	222.90920458276
6	0.04	0.738129759924149	0.0025770090025609	286.428863535453
7	0.05	0.730619195728135	0.00199775036101405	365.720967937795
8	0.06	0.72734233926131	0.00225071455036458	323.160633205793
9	0.07	0.719102517242638	0.00228053101530325	315.322401851665
10	0.08	0.714349632648255	0.00222625246697471	320.875391827862
11	0.09	0.710468471332689	0.002092453085227	339.538542750943
12	0.1	0.705195085065783	0.00219847890360255	320.764999796091
13	0.11	0.698897734754953	0.00201812445766967	346.310522177593
14	0.12	0.6956229621906	0.00212775508506454	326.928116432865
15	0.13	0.687688483497422	0.00188241428488579	365.322601416162
16	0.14	0.685261776549508	0.00184742022371406	370.929021861553
17	0.15	0.678006355338402	0.00151402928324353	447.815879680939
18	0.16	0.670775887082765	0.00156150049603196	429.571357029551
19	0.17	0.665994054172647	0.00141148292119225	471.83996644472
20	0.18	0.660384429059133	0.00138201360071749	477.842206991514
21	0.19	0.654814095214617	0.00123749458722887	529.145017661004
22	0.2	0.64986642835275	0.00125678745325948	517.085388358484
23	0.21	0.646585028506058	0.00139850902127089	462.338832765252
24	0.22	0.642090940671079	0.00128471123338458	499.793980145629
25	0.23	0.638667056755858	0.00104654138033585	610.264504353285
26	0.24	0.637488010569424	0.0009995859240395	637.75208837798
27	0.25	0.637917612556116	0.000830498425109013	768.1141748973
28	0.26	0.635658205510368	0.000826847822314166	768.772908818094
29	0.27	0.635698988763208	0.000660195337734625	962.895301479297
30	0.28	0.633288181552714	0.000575729456932545	1099.97529903514
31	0.29	0.633307984568179	0.000397335060861858	1593.88900439461
32	0.3	0.632525752462078	0.000375411657640798	1684.88575031757
