ParamID	pK	MeanBC	VarBC	BCmetric
1	0.001	0.811195906969505	0.00140402515983734	577.764508909143
2	0.005	0.861617928266277	0.0004456366888184	1933.45375254189
3	0.01	0.856534615768913	0.00138961866013706	616.381054989888
4	0.02	0.872121326998288	0.000317703197827337	2745.08199150159
5	0.03	0.834400796970856	0.000540428327143669	1543.96199285282
6	0.04	0.8097014698646	0.000531860183188889	1522.39535024008
7	0.05	0.793358143935778	0.000196499539222983	4037.45549263346
8	0.06	0.787571777553726	7.37759602692076e-05	10675.1816537513
9	0.07	0.808301719242694	0.00113005490199445	715.276503660227
10	0.08	0.807784513925718	0.00250330416248571	322.687321033977
11	0.09	0.802934491854579	0.00237646567901335	337.869172252443
12	0.1	0.789516987818525	0.00159618924059758	494.62618074217
13	0.11	0.774276710636876	0.00122120708251096	634.025728908205
14	0.12	0.762100607067744	0.000986820161182797	772.279121409817
15	0.13	0.753931611782797	0.000660267113541352	1141.85849381332
16	0.14	0.741698519708409	0.000522060804924137	1420.71289917309
17	0.15	0.728759686106148	0.000527514128386267	1381.49794837821
18	0.16	0.719169210836351	0.000462844135068387	1553.80430764255
19	0.17	0.71326961849855	0.000466354693773341	1529.45735943469
20	0.18	0.709538420256041	0.000415220794756292	1708.82197909306
21	0.19	0.708383491153629	0.000412779953592491	1716.12861765319
22	0.2	0.711814642281286	0.000312921056371231	2274.74191265937
23	0.21	0.714651858857042	0.000294183744827169	2429.27038432016
24	0.22	0.719842896748499	0.000253678190500965	2837.62232506843
25	0.23	0.723614808198834	0.000183735884016328	3938.34232258369
26	0.24	0.727340266272909	0.000230916243411192	3149.80122458399
27	0.25	0.731277612247112	0.00022012945744719	3322.03431893047
28	0.26	0.735091942375906	0.000177824469545891	4133.80646799119
29	0.27	0.735496690392971	0.000204819642237128	3590.94802802877
30	0.28	0.737076385680442	0.000159026505549443	4634.92788912021
31	0.29	0.738810147147442	0.000177059493463201	4172.66610615821
32	0.3	0.738888156090083	0.000101587438747318	7273.42046616555
