ParamID	pK	MeanBC	VarBC	BCmetric
1	0.001	0.841297740534827	0.000901719794048693	932.992428565228
2	0.005	0.878995378184319	0.000164480143726203	5344.08201665674
3	0.01	0.879178348152837	0.000462574929509532	1900.61823948183
4	0.02	0.861275834790133	0.000976737465441537	881.788469535968
5	0.03	0.815205607845719	0.00239524662415774	340.3430776705
6	0.04	0.808273303934061	0.00303382176087295	266.420827471911
7	0.05	0.801946738492842	0.00299868422288496	267.432873515874
8	0.06	0.789053464100614	0.00314813686570864	250.641410383218
9	0.07	0.789294926996769	0.00200453382394479	393.754855901354
10	0.08	0.798057023112649	0.000473472772452807	1685.53942178839
11	0.09	0.79600246612035	0.000180193386995438	4417.48989456813
12	0.1	0.788216642649674	0.000747674840305026	1054.22384191517
13	0.11	0.776692544567059	0.00229497686470405	338.431535634334
14	0.12	0.752572758087091	0.00287444382724378	261.815086088745
15	0.13	0.716496148644964	0.00303400035860111	236.155591285203
16	0.14	0.679485356650692	0.00258126146433083	263.237709949248
17	0.15	0.647009644196364	0.00178392631181831	362.688548237671
18	0.16	0.621774593367476	0.000992593520068801	626.41411695331
19	0.17	0.609400394175009	0.000745390828320457	817.558213787166
20	0.18	0.602956903089903	0.000610180732301303	988.16116466976
21	0.19	0.598918966101575	0.000396223123798849	1511.56994664862
22	0.2	0.592347731128385	0.000124107410653622	4772.8635059642
23	0.21	0.589694954621208	0.000435382086807627	1354.43090675838
24	0.22	0.606076848150715	0.000880476194380816	688.351203608555
25	0.23	0.637331673837848	0.00176940172095265	360.196142170987
26	0.24	0.682357363669373	0.00334899993060167	203.749590268514
27	0.25	0.72543746552145	0.00419873740200747	172.775145493645
28	0.26	0.754650729098201	0.00187585128680444	402.297737782705
29	0.27	0.771265276571028	0.000950215889428136	811.673731361401
30	0.28	0.77717849330354	0.000645645811742729	1203.72265903155
31	0.29	0.760114961800299	0.000415095385984549	1831.18142832981
32	0.3	0.748539726858383	0.000202908596406614	3689.04886295879
